filename,answer,elapsed
im0230,0,0.078125
im0062,0,0.078125
im0180,0,0.09375
im0172,0,0.078125
im0173,0,0.078125
im0056,0,0.09375
im0338,0,0.078125
im0400,0,0.09375
im0274,0,0.078125
im0243,0,0.078125
im0107,0,0.09375
im0111,0,0.078125
im0057,0,0.09375
im0214,0,0.09375
im0212,0,0.09375
im0316,0,0.09375
im0286,0,0.09375
im0054,0,0.09375
im0052,0,0.109375
im0060,0,0.078125
im0319,0,0.09375
im0300,0,0.109375
im0282,0,0.09375
im0323,0,0.09375
im0281,0,0.09375
im0080,0,0.09375
im0263,0,0.09375
im0207,0,0.09375
im0098,0,0.09375
im0184,0,0.109375
im0139,0,0.09375
im0130,0,0.09375
im0234,0,0.125
im0079,0,0.078125
im0168,1,0.15625
im0087,0,0.15625
im0381,0,0.09375
im0273,0,0.09375
im0030,0,0.09375
im0216,0,0.09375
im0051,0,0.125
im0395,0,0.125
im0364,0,0.09375
im0297,0,0.09375
im0353,0,0.09375
im0340,0,0.09375
im0128,0,0.109375
im0041,0,0.09375
im0229,0,0.09375
im0342,0,0.09375
im0359,0,0.109375
im0067,0,0.125
im0328,0,0.109375
im0055,0,0.09375
im0016,0,0.109375
im0267,0,0.09375
im0301,0,0.09375
im0352,0,0.125
im0333,0,0.109375
im0081,0,0.09375
im0018,0,0.109375
im0351,0,0.09375
im0201,0,0.09375
im0070,0,0.09375
im0183,0,0.09375
im0290,0,0.109375
im0178,0,0.09375
im0046,0,0.109375
im0115,0,0.109375
im0022,0,0.125
im0007,0,0.09375
im0368,0,0.109375
im0252,0,0.125
im0302,0,0.09375
im0163,0,0.109375
im0362,0,0.109375
im0365,0,0.109375
im0077,0,0.078125
im0105,0,0.109375
im0176,0,0.109375
im0069,0,0.109375
im0102,0,0.109375
im0044,0,0.09375
im0150,0,0.09375
im0292,0,0.109375
im0182,0,0.109375
im0043,0,0.09375
im0318,0,0.109375
im0266,0,0.125
im0003,0,0.109375
im0099,0,0.140625
im0293,0,0.109375
im0391,0,0.125
im0215,0,0.09375
im0031,0,0.109375
im0192,0,0.125
im0157,0,0.109375
im0123,0,0.109375
im0138,0,0.125
im0223,0,0.109375
im0113,0,0.109375
im0231,0,0.109375
im0279,0,0.109375
im0094,0,0.125
im0358,0,0.140625
im0322,0,0.109375
im0158,0,0.109375
im0219,0,0.125
im0238,0,0.109375
im0042,0,0.125
im0148,0,0.125
im0222,0,0.140625
im0004,0,0.125
im0160,0,0.125
im0171,0,0.109375
im0247,0,0.125
im0278,0,0.125
im0137,0,0.125
im0195,0,0.109375
im0122,0,0.109375
im0324,0,0.125
im0181,0,0.109375
im0269,0,0.125
im0345,0,0.109375
im0208,0,0.125
im0096,0,0.125
im0177,0,0.140625
im0133,0,0.109375
im0258,0,0.15625
im0063,0,0.109375
im0112,0,0.125
im0213,0,0.140625
im0306,0,0.109375
im0040,0,0.125
im0233,0,0.125
im0379,0,0.140625
im0374,0,0.140625
im0265,0,0.125
im0076,0,0.125
im0366,0,0.140625
im0277,0,0.109375
im0199,0,0.125
im0315,0,0.140625
im0356,0,0.125
im0388,0,0.125
im0059,0,0.15625
im0251,0,0.125
im0382,1,0.171875
im0050,0,0.1875
im0235,0,0.140625
im0145,0,0.125
im0330,0,0.140625
im0349,0,0.140625
im0296,0,0.125
im0194,0,0.140625
im0083,0,0.140625
im0335,0,0.125
im0191,0,0.125
im0289,0,0.125
im0151,0,0.140625
im0399,0,0.125
im0129,0,0.140625
im0188,0,0.125
im0367,0,0.125
im0165,0,0.140625
im0001,0,0.125
im0372,0,0.125
im0276,0,0.15625
im0068,0,0.140625
im0343,0,0.140625
im0285,0,0.125
im0100,0,0.125
im0288,0,0.140625
im0390,0,0.125
im0232,0,0.125
im0033,0,0.125
im0104,0,0.140625
im0205,0,0.140625
im0354,0,0.140625
im0162,0,0.140625
im0092,0,0.140625
im0401,0,0.15625
im0011,0,0.140625
im0227,0,0.15625
im0187,0,0.125
im0140,0,0.140625
im0220,0,0.125
im0190,0,0.140625
im0377,0,0.125
im0075,0,0.15625
im0153,0,0.15625
im0131,0,0.140625
im0331,0,0.15625
im0246,0,0.140625
im0095,0,0.15625
im0121,0,0.140625
im0029,0,0.125
im0255,0,0.109375
im0032,0,0.140625
im0360,0,0.171875
im0299,0,0.125
im0005,1,0.171875
im0125,0,0.203125
im0118,0,0.140625
im0174,0,0.203125
im0275,0,0.171875
im0241,0,0.15625
im0161,0,0.140625
im0156,0,0.140625
im0239,0,0.140625
im0023,0,0.140625
im0204,0,0.171875
im0179,0,0.15625
im0218,0,0.15625
im0152,0,0.15625
im0394,0,0.15625
im0010,0,0.140625
im0159,0,0.140625
im0175,0,0.140625
im0026,1,0.1875
im0189,0,0.203125
im0037,0,0.15625
im0090,0,0.140625
im0348,0,0.15625
im0357,0,0.15625
